job_id,job_tags
35BB8157,Consultant Executive
35BB8501,Unknown
35BB8508,Recruitment
35BB8508,HR
35BB8508,Human resource
35BB84FF,Boutique Sales Associate
35BB84FF,Accounts Officer
35BB84FF,Account Representative
35BB84FF,Network Solution Account Manager
35BB84FF,Nhân viên điều phối khách hàng
35BB84FF,Nhân viên kinh doanh phụ trách dự án
35BB84FF,Nhân viên kinh doanh phụ gia thực phẩm
35BB84FF,Nhân viên tư vấn bán hàng kênh siêu thị
35BB84FF,hóa chất
35BB84FF,Nhân viên kinh doanh bán hàng kỹ thuật
35BB850B,Nhân viên bếp
35BB8356,Kế toán chi phí
35BB8356,Cost accountant
35BB8356,Kế toán công nợ và chi phí
35BB850E,Nhân viên kinh doanh quốc tế
35BB850E,International Salesperson
35BB850E,International Sale Staff
35BB850E,International Sales Specialist
35BB84FD,Thực tập sinh
35BB84FD,Nhân viên thực tập
35BB84FD,Internship
35BB84FD,Nhân viên thực tập nước ngoài
35BB84CD,Nhân viên tư vấn phần mềm qua điện thoại [ Data có sẵn - lcb tr - tr +hh]
35BB84CD,Chuyên viên tư vấn
35BB84CD,Tư vấn viên
35BB84CD,Consultant
35BB84CD,Counsellor
35BB84CD,Consultant Executive
35BB84CD,Nhân viên tư vấn
35BB84CD,Nhân viên kinh doanh qua điện thoại
35BB84CD,Tư vấn viên qua điện thoại
35BB84CD,Telesales
35BB84CD,Nhân Viên Telesale
35BB84CD,Sales Staff
35BB84CD,Salesman
35BB84CD,Sales Logistics
35BB84CD,Sales Executive
35BB84CD,International Sale Staff
35BB836E,Quality Assurance
35BB836E,Quality Control
35BB836E,Quản lý hệ thống chất lượng
35BB836E,QC
35BB850D,Thiết kế đồ họa
35BB850D,Graphic Designer
35BB850D,Họa viên
35BB850D,Họa viên acad
35BB850D,Họa viên 2D
35BB850D,Họa viên 3D
35BB850D,3D Artist
35BB84D2,Unknown
35AA48FF,Unknown
35BB836B,Nhân viên hành chánh kinh doanh
35BB84D0,Giám đốc kinh doanh
35BB84D0,Giám đốc Kinh doanh
35BB84D0,Giám Đốc Kinh Doanh
35BB84D0,GIÁM ĐỐC KINH DOANH
35BB84D0,Giám đốc Kinh Doanh
35BB84D0,Giám đốc Kinh doanh
35BB84D0,GIÁM ĐỐC KINH DOANH VÙNG
35BB84D0,Phó Giám Đốc Kinh Doanh
35BB84D0,Giám đốc Kinh doanh - Homefood
35BB84D0,Giám Đốc Kinh Doanh Online
35BB84D5,Nhân viên giao nhận
35BB84CF,Interpreter
35BB84CF,Biên phiên dịch
35BB84CF,Thông dịch viên
35BB84D1,Nhân viên kế toán
35BB84D1,Kế toán viên
35BB84D1,Accountant
35BB84D1,Junior Accountant
35BB84D1,Kế toán xây dựng
35BB84D1,Kế toán công nợ và chi phí
35BB84D1,Chuyên viên kế toán quản trị chi phí và giá thành
35BB84D3,Nhân viên tư vấn
35BB84D3,Chuyên viên tư vấn
35BB84D3,Tư vấn viên
35BB84D3,Senior Consultant
