job_id,nganh_nghe
35BB7CFB,Tiếp thị / Marketing
35BB7CFB,Dệt may / Da giày / Thời trang
35BB7CF7,Nhân sự
35BB7CFE,Thực phẩm & Đồ uống
35BB7CFE,Công nghệ thực phẩm / Dinh dưỡng
35BB7D00,Bán hàng / Kinh doanh
35BB7CFC,Kế toán / Kiểm toán
35BB7CFF,Tiếp thị / Marketing
35BB7CFF,Bán hàng / Kinh doanh
35BB7CFF,Quản lý điều hành
35BB7D02,Tiếp thị / Marketing
35BB7CF9,Nhân sự
35BB7D04,Bán hàng / Kinh doanh
35BB7D04,Bán lẻ / Bán sỉ
35BB7D04,Tiếp thị / Marketing
35BB7CB8,Nông nghiệp
35BB7CB8,Mới tốt nghiệp / Thực tập
35BB7CB8,Tiếp thị / Marketing
35BB7D03,Quản lý chất lượng (QA/QC)
35BB7C54,Mỹ thuật / Nghệ thuật / Thiết kế
35BB7C54,Kiến trúc
35BB7C54,Xây dựng
35BB7C61,Cơ khí / Ô tô / Tự động hóa
35BB7C61,Điện / Điện tử / Điện lạnh
35BB7C61,Xây dựng
35BB7C50,Tài chính / Đầu tư
35BB7C50,Xây dựng
35BB7C50,Bất động sản
35BB7C46,Mỹ thuật / Nghệ thuật / Thiết kế
35BB7C46,Xây dựng
35BB7C46,Kiến trúc
35BB7C48,Tài chính / Đầu tư
35BB7C48,Xây dựng
35BB7C48,Bất động sản
35BB7C5C,Cơ khí / Ô tô / Tự động hóa
35BB7C5C,Điện / Điện tử / Điện lạnh
35BB7C5C,Xây dựng
35BB7C58,Nông nghiệp
35BB7C58,Kiến trúc
35BB7C58,Xây dựng
35BB7CC2,Y tế / Chăm sóc sức khỏe
35BB7CC2,Quản lý điều hành
35BB7CC2,Quản lý chất lượng (QA/QC)
35BB7CC5,Hành chính / Thư ký
35BB7CC5,Nhân sự
35BB7CBF,Bán lẻ / Bán sỉ
35BB7CBF,Quản lý chất lượng (QA/QC)
35BB7CBF,Ngành khác
35BB7C9C,Hành chính / Thư ký
35BB7C9C,Nhân sự
35BB7CBE,Hành chính / Thư ký
35BB7CC7,CNTT - Phần mềm
35BB7C86,Kế toán / Kiểm toán
35BB7C80,Tiếp thị / Marketing
35BB7C80,Tiếp thị trực tuyến
35BB7C8A,Tiếp thị / Marketing
35BB7C8A,Bán lẻ / Bán sỉ
35BB7C8A,Tiếp thị trực tuyến
